video_id,upload_date,title,category,video_length_sec,views,likes,comments,shares,impressions,ctr_percent,avg_view_duration_sec,watch_time_hours,estimated_revenue_usd,rpm_usd,traffic_source_primary,subs_gained,contains_sponsor,is_shorts_video,is_monetized
VID00600,2022-12-27,Video Title 600,Tech,690,28159,2158,310,256,487179,4.78,273,2135.39,40.57,1.44,Search,48,0,0,0
VID00601,2024-12-04,Video Title 601,Gaming,781,44513,3788,709,294,649824,5.85,345,4265.83,67.18,1.51,Shorts,104,0,1,0
VID00602,2023-07-08,Video Title 602,Music,378,91246,5639,1523,199,1079834,7.45,215,5449.41,197.27,2.16,Shorts,54,0,0,0
VID00603,2024-09-17,Video Title 603,Finance,808,30621,2269,207,115,540052,4.67,202,1718.18,86.01,2.81,Browse,92,0,0,0
VID00604,2024-08-10,Video Title 604,Vlog,925,26024,1233,130,73,426622,5.1,252,1821.68,56.18,2.16,Search,191,0,1,0
VID00605,2024-06-11,Video Title 605,Comedy,699,35517,2819,556,326,564658,5.29,276,2722.97,34.91,0.98,Search,127,0,0,0
VID00606,2023-07-04,Video Title 606,Comedy,1050,21400,1282,221,167,223149,8.59,226,1343.44,58.93,2.75,External,302,1,0,0
VID00607,2023-10-23,Video Title 607,Education,414,53680,3273,473,380,1883508,1.85,282,4204.93,159.76,2.98,Browse,133,1,1,1
VID00608,2023-05-18,Video Title 608,Education,301,98740,7450,512,366,1406552,6.02,268,7350.64,156.17,1.58,External,124,0,0,0
VID00609,2022-06-27,Video Title 609,Education,173,59692,5702,782,158,1023876,4.83,190,3150.41,154.79,2.59,Browse,127,0,0,0
VID00610,2023-07-26,Video Title 610,Education,959,42429,1462,753,331,619401,5.85,281,3311.82,82.81,1.95,Search,75,0,1,0
VID00611,2024-07-12,Video Title 611,Review,757,41245,3618,798,217,823253,4.01,301,3448.54,132.01,3.2,Browse,115,0,0,0
VID00612,2023-05-15,Video Title 612,Music,586,3104,156,41,9,52344,4.93,260,224.18,9.57,3.08,Browse,198,0,0,0
VID00613,2024-08-09,Video Title 613,Food,667,76493,4671,972,500,1081937,6.07,319,6778.13,169.71,2.22,Browse,127,0,1,0
VID00614,2024-02-16,Video Title 614,Music,329,47664,1503,299,64,446710,9.67,176,2330.24,127.12,2.67,Suggested,64,0,1,0
VID00615,2023-11-20,Video Title 615,Music,1186,44585,2277,589,175,618377,6.21,278,3442.95,142.01,3.19,Suggested,55,0,1,1
VID00616,2022-02-28,Video Title 616,Tech,631,145793,9503,1559,760,3082304,3.73,179,7249.15,311.77,2.14,Search,88,0,0,0
VID00617,2024-10-09,Video Title 617,Finance,626,58962,2000,831,137,1100037,4.36,183,2997.24,97.04,1.65,Browse,125,0,0,0
VID00618,2023-10-28,Video Title 618,Vlog,774,27446,1766,297,270,515902,4.32,212,1616.26,77.81,2.84,Search,203,0,0,0
VID00619,2023-01-08,Video Title 619,Gaming,715,37209,3531,320,107,1124138,2.31,193,1994.82,51.88,1.39,Suggested,26,0,0,0
VID00620,2024-09-25,Video Title 620,Finance,653,84453,3156,542,183,1535509,4.5,217,5090.64,156.16,1.85,Browse,97,0,0,0
VID00621,2023-03-11,Video Title 621,Education,410,53398,4459,519,151,752084,6.1,237,3515.37,167.53,3.14,External,130,1,0,0
VID00622,2023-12-28,Video Title 622,Food,713,6851,401,44,54,167506,3.09,300,570.92,18.88,2.76,Suggested,0,1,0,0
VID00623,2023-06-14,Video Title 623,Tech,1051,77576,5885,593,374,1024782,6.57,230,4956.24,146.64,1.89,Suggested,61,0,0,0
VID00624,2023-11-29,Video Title 624,Review,922,29955,1444,593,182,445096,5.73,154,1281.41,41.33,1.38,Suggested,72,0,0,0
VID00625,2023-07-27,Video Title 625,Food,982,106198,4371,1238,126,2167306,3.9,318,9380.82,187.03,1.76,Browse,64,0,0,0
VID00626,2023-07-20,Video Title 626,Tech,477,82401,3397,1069,107,1423160,4.79,199,4554.94,129.13,1.57,Shorts,133,0,1,0
VID00627,2022-01-21,Video Title 627,Motivation,362,36580,1277,662,183,435476,7.4,246,2499.63,46.66,1.28,External,108,0,0,0
VID00628,2024-11-24,Video Title 628,Review,569,88430,3802,1762,738,1245492,6.1,276,6779.63,248.22,2.81,External,81,0,0,0
VID00629,2023-01-27,Video Title 629,Education,613,52035,3980,714,466,865806,5.01,261,3772.54,77.04,1.48,Search,149,0,1,0
VID00630,2022-06-25,Video Title 630,Gaming,862,75583,6932,1299,134,1340124,4.64,315,6613.51,153.15,2.03,Browse,240,0,0,0
VID00631,2023-05-10,Video Title 631,Education,193,64541,5614,639,377,1056317,5.11,278,4984.0,118.87,1.84,Suggested,234,1,0,1
VID00632,2024-04-12,Video Title 632,Food,967,24609,1918,235,226,470535,4.23,198,1353.5,84.94,3.45,Shorts,0,1,0,0
VID00633,2024-09-27,Video Title 633,Education,562,30693,1158,338,137,1080739,1.84,380,3239.82,56.96,1.86,Browse,160,0,1,0
VID00634,2023-05-08,Video Title 634,Motivation,497,80898,4064,1220,684,892913,8.06,261,5865.1,82.19,1.02,Browse,107,0,0,0
VID00635,2024-09-02,Video Title 635,Education,357,39956,2065,608,88,641348,5.23,241,2674.83,41.66,1.04,Shorts,130,0,0,0
VID00636,2024-10-02,Video Title 636,Tech,202,37890,1799,368,356,574090,5.6,307,3231.18,90.75,2.4,Suggested,92,1,1,0
VID00637,2024-07-06,Video Title 637,Comedy,797,21346,1409,149,165,361184,4.91,264,1565.37,51.62,2.42,Browse,128,1,1,0
VID00638,2022-02-05,Video Title 638,Education,617,62707,4232,908,593,1279734,3.9,273,4755.28,121.07,1.93,External,130,1,0,0
VID00639,2022-07-10,Video Title 639,Motivation,290,111875,6151,774,793,1955856,4.72,399,12399.48,219.94,1.97,External,79,0,1,0
VID00640,2023-08-26,Video Title 640,Music,289,17974,984,245,76,499277,2.6,233,1163.32,17.0,0.95,Shorts,57,1,1,1
VID00641,2023-03-30,Video Title 641,Music,519,50726,4463,781,479,538492,8.42,230,3240.83,111.33,2.19,Suggested,88,0,0,0
VID00642,2024-04-08,Video Title 642,Gaming,1000,92366,7874,1432,321,2225686,3.15,256,6568.25,199.77,2.16,Shorts,136,1,0,0
VID00643,2023-05-14,Video Title 643,Gaming,537,47610,2454,776,189,1069887,3.45,314,4152.65,57.31,1.2,Browse,161,1,0,0
VID00644,2023-09-20,Video Title 644,Gaming,239,63571,5973,1150,464,1190468,4.34,159,2807.72,68.68,1.08,External,179,0,0,0
VID00645,2024-01-26,Video Title 645,Finance,541,18128,1752,226,142,228600,6.93,132,664.69,20.55,1.13,Search,85,0,1,0
VID00646,2024-08-27,Video Title 646,Vlog,534,62849,3322,1002,588,1044003,5.02,214,3736.02,67.42,1.07,Shorts,139,1,0,0
VID00647,2024-12-23,Video Title 647,Gaming,47,44385,2432,634,126,1069518,3.15,151,1861.7,108.58,2.45,Search,187,0,1,0
VID00648,2023-12-06,Video Title 648,Education,586,79571,5203,620,651,1009784,6.88,224,4951.08,105.87,1.33,Search,201,0,0,0
VID00649,2024-05-21,Video Title 649,Gaming,544,85621,8209,461,654,1205929,6.1,280,6659.41,126.62,1.48,External,115,0,0,0
VID00650,2023-11-09,Video Title 650,Vlog,767,127686,11663,1183,200,1874977,5.81,196,6951.79,161.99,1.27,Shorts,104,0,0,0
VID00651,2023-12-22,Video Title 651,Finance,1043,67388,2505,784,302,953154,6.07,164,3069.9,228.19,3.39,Search,133,0,0,0
VID00652,2024-07-18,Video Title 652,Vlog,870,59773,3436,852,211,623284,8.59,254,4217.32,185.74,3.11,Browse,39,0,1,0
VID00653,2023-07-09,Video Title 653,Food,535,55831,3837,990,208,601627,8.28,301,4668.09,79.41,1.42,Suggested,106,0,0,0
VID00654,2023-09-20,Video Title 654,Gaming,334,39405,2569,313,388,792857,3.97,148,1619.98,66.37,1.68,Suggested,172,0,0,0
VID00655,2023-05-30,Video Title 655,Gaming,1217,60154,2620,414,408,712725,7.44,299,4996.12,82.21,1.37,External,164,0,0,0
VID00656,2023-04-18,Video Title 656,Gaming,614,41137,3707,800,306,626133,5.57,299,3416.66,87.54,2.13,Shorts,101,0,1,0
VID00657,2022-09-05,Video Title 657,Food,603,55053,4260,364,538,815600,5.75,307,4694.8,46.96,0.85,Shorts,135,0,1,0
VID00658,2023-01-30,Video Title 658,Vlog,594,89527,7936,1090,393,2587485,2.46,323,8032.56,233.91,2.61,Suggested,62,0,0,0
VID00659,2023-10-09,Video Title 659,Tech,647,19803,1784,272,162,344999,4.74,382,2101.32,43.81,2.21,Browse,169,0,0,0
VID00660,2022-09-02,Video Title 660,Education,565,84196,6936,1104,413,1761422,3.78,228,5332.41,271.64,3.23,Suggested,114,1,0,0
VID00661,2025-01-02,Video Title 661,Motivation,462,89513,5437,563,790,1236367,6.24,256,6365.37,111.34,1.24,Suggested,100,0,0,0
VID00662,2023-01-15,Video Title 662,Education,468,46457,3379,272,121,610473,6.61,225,2903.56,138.03,2.97,Shorts,94,1,0,0
VID00663,2023-01-28,Video Title 663,Gaming,592,13655,562,89,130,472491,1.89,250,948.26,40.12,2.94,Search,115,0,0,0
VID00664,2023-03-20,Video Title 664,Finance,469,31765,2450,437,94,532077,4.97,341,3008.85,36.32,1.14,Browse,88,1,0,0
VID00665,2024-09-18,Video Title 665,Food,428,88909,3782,1170,349,1157669,6.68,169,4173.78,166.8,1.88,Shorts,166,0,0,0
VID00666,2023-07-21,Video Title 666,Tech,625,49313,3874,419,384,862115,4.72,198,2712.22,62.11,1.26,Suggested,92,0,0,0
VID00667,2024-12-10,Video Title 667,Review,538,20020,922,291,90,282369,6.09,332,1846.29,29.78,1.49,Search,231,0,0,0
VID00668,2023-08-03,Video Title 668,Tech,960,34856,1332,603,225,533782,5.53,311,3011.17,52.66,1.51,Browse,222,0,0,1
VID00669,2022-07-25,Video Title 669,Motivation,36,75218,3126,423,376,1155422,5.51,228,4763.81,173.14,2.3,External,57,0,0,0
VID00670,2023-02-02,Video Title 670,Education,861,66402,2001,828,510,1187871,4.59,301,5551.94,126.88,1.91,Browse,124,0,0,0
VID00671,2023-08-30,Video Title 671,Gaming,899,42832,3439,657,130,1024688,3.18,270,3212.4,143.87,3.36,Browse,74,0,0,0
VID00672,2023-04-11,Video Title 672,Comedy,102,38995,3169,342,59,902662,3.32,340,3682.86,44.5,1.14,Suggested,97,1,0,0
VID00673,2024-01-10,Video Title 673,Review,517,38247,2526,367,141,541742,6.06,254,2698.54,131.15,3.43,Suggested,260,0,1,0
VID00674,2023-01-03,Video Title 674,Gaming,510,22327,922,317,117,370265,5.03,311,1928.8,31.77,1.42,External,98,0,0,1
VID00675,2023-09-12,Video Title 675,Food,262,98461,3529,1818,247,1700535,4.79,408,11158.91,284.23,2.89,External,145,0,1,0
VID00676,2022-01-29,Video Title 676,Review,413,40330,1263,691,169,752425,4.36,285,3192.79,69.17,1.72,External,157,0,0,0
VID00677,2024-12-29,Video Title 677,Motivation,333,86514,3599,1189,397,1561624,4.54,252,6055.98,102.63,1.19,Shorts,49,1,0,0
VID00678,2022-09-17,Video Title 678,Comedy,1020,95639,8833,1525,145,1263394,6.57,293,7783.95,298.04,3.12,Shorts,60,1,0,0
VID00679,2023-07-16,Video Title 679,Vlog,824,79949,3750,837,499,1453618,4.5,228,5063.44,130.63,1.63,Suggested,35,1,0,0
VID00680,2022-04-04,Video Title 680,Vlog,905,37051,2030,541,331,928596,2.99,393,4044.73,95.55,2.58,Suggested,57,1,0,0
VID00681,2022-04-22,Video Title 681,Vlog,773,62111,2321,744,146,872345,6.12,260,4485.79,144.68,2.33,External,0,0,0,0
VID00682,2023-08-22,Video Title 682,Finance,329,49274,2245,386,314,865975,4.69,233,3189.12,102.18,2.07,Shorts,158,0,0,0
VID00683,2022-09-16,Video Title 683,Vlog,474,22888,1518,355,159,378314,5.05,199,1265.2,48.95,2.14,Search,263,0,1,0
VID00684,2024-10-02,Video Title 684,Music,717,59730,4332,797,285,710225,7.41,315,5226.38,165.87,2.78,Shorts,130,1,0,0
VID00685,2022-07-30,Video Title 685,Review,306,14628,690,151,106,245025,4.97,302,1227.13,15.17,1.04,Suggested,20,1,0,1
VID00686,2022-01-26,Video Title 686,Comedy,771,85630,2914,1598,402,1331726,5.43,220,5232.94,222.99,2.6,Shorts,75,0,0,0
VID00687,2023-08-06,Video Title 687,Food,542,36061,2068,191,199,852505,3.23,284,2844.81,116.07,3.22,Suggested,87,0,0,0
VID00688,2024-08-19,Video Title 688,Music,510,56034,2599,545,59,988253,4.67,159,2474.84,53.57,0.96,External,48,1,0,0
VID00689,2024-09-07,Video Title 689,Music,770,58498,2653,342,422,846570,5.91,261,4241.1,69.01,1.18,External,180,0,0,0
VID00690,2024-06-21,Video Title 690,Comedy,706,42232,4104,696,293,1150735,2.67,277,3249.52,115.5,2.73,External,176,1,0,0
VID00691,2023-11-29,Video Title 691,Food,513,67600,4944,1049,90,1073015,5.3,352,6609.78,133.89,1.98,Search,39,0,0,1
VID00692,2023-01-13,Video Title 692,Review,878,35752,2466,356,154,581333,5.15,203,2016.02,67.56,1.89,Search,170,0,0,0
VID00693,2022-04-16,Video Title 693,Education,340,76138,4500,1152,747,1256402,5.06,173,3658.85,89.07,1.17,Suggested,226,0,0,0
VID00694,2023-06-02,Video Title 694,Gaming,747,9620,577,105,46,127248,6.56,196,523.76,20.86,2.17,Browse,253,0,1,0
VID00695,2024-09-05,Video Title 695,Education,742,53791,3650,879,296,827553,5.5,169,2525.19,61.41,1.14,Search,320,0,1,0
VID00696,2022-08-22,Video Title 696,Motivation,525,108167,8518,1277,993,1315900,7.22,330,9915.31,225.73,2.09,Suggested,56,0,1,0
VID00697,2022-05-14,Video Title 697,Comedy,678,19990,1582,223,149,443237,3.51,342,1899.05,57.21,2.86,Shorts,317,1,0,0
VID00698,2024-03-31,Video Title 698,Education,299,29667,1246,564,185,478499,5.2,269,2216.78,44.42,1.5,External,95,0,0,0
VID00699,2024-10-04,Video Title 699,Education,821,65417,4252,573,535,1067161,5.13,323,5869.36,137.25,2.1,External,78,1,0,0
VID00700,2022-06-01,Video Title 700,Education,555,55387,3258,377,486,1258795,3.4,258,3969.4,192.66,3.48,External,142,0,0,0
VID00701,2022-04-20,Video Title 701,Vlog,474,60518,5503,833,309,814508,6.43,244,4101.78,160.61,2.65,Suggested,79,1,0,0
VID00702,2022-11-07,Video Title 702,Tech,851,64675,4798,1263,341,681506,8.49,230,4132.01,198.66,3.07,External,147,0,1,0
VID00703,2022-11-02,Video Title 703,Education,430,69041,4644,736,308,1156465,4.97,231,4430.13,132.56,1.92,Search,27,0,0,0
VID00704,2023-09-15,Video Title 704,Gaming,261,83290,3171,493,807,1232100,5.76,157,3632.37,239.31,2.87,Shorts,103,0,0,0
VID00705,2022-06-24,Video Title 705,Comedy,226,62294,4509,628,453,1016215,5.13,265,4585.53,56.65,0.91,External,209,0,0,0
VID00706,2023-05-24,Video Title 706,Motivation,745,42762,1633,538,74,867383,3.93,247,2933.95,48.4,1.13,Suggested,116,1,0,0
VID00707,2022-08-31,Video Title 707,Tech,292,70177,3761,521,615,2146085,2.27,294,5731.12,94.62,1.35,Shorts,129,0,0,0
VID00708,2024-05-02,Video Title 708,Finance,1021,106996,4279,1591,569,2165910,3.94,255,7578.88,201.72,1.89,External,153,0,0,1
VID00709,2023-04-08,Video Title 709,Gaming,100,46020,3610,918,74,1176982,2.91,240,3068.0,141.9,3.08,Browse,201,1,0,0
VID00710,2024-12-06,Video Title 710,Gaming,1007,20764,922,244,123,242570,7.56,197,1136.25,36.02,1.73,External,4,0,0,0
VID00711,2024-02-19,Video Title 711,Vlog,650,83212,4778,858,395,1427307,4.83,254,5871.07,213.64,2.57,Search,160,1,0,0
VID00712,2024-07-11,Video Title 712,Vlog,576,46388,4300,510,412,846496,4.48,294,3788.35,125.95,2.72,Shorts,101,0,0,0
VID00713,2024-06-25,Video Title 713,Comedy,469,15180,672,102,43,207094,6.33,181,763.22,36.17,2.38,Search,131,1,1,1
VID00714,2023-09-01,Video Title 714,Gaming,695,75422,4943,1376,636,1745879,3.32,255,5342.39,133.09,1.76,Browse,194,0,0,0
VID00715,2024-05-28,Video Title 715,Food,590,33940,2014,380,204,699793,3.85,263,2479.51,80.03,2.36,Browse,36,1,0,0
VID00716,2023-09-18,Video Title 716,Food,864,47284,1478,511,70,775147,5.1,206,2705.7,81.52,1.72,Search,49,0,1,0
VID00717,2022-05-04,Video Title 717,Comedy,627,59959,5126,893,584,795212,6.54,214,3564.23,61.55,1.03,Shorts,0,0,0,0
VID00718,2022-07-23,Video Title 718,Education,636,55714,1940,647,312,825392,5.75,263,4070.22,193.92,3.48,Browse,81,0,0,0
VID00719,2023-03-02,Video Title 719,Music,512,71283,4504,1049,257,1119042,5.37,181,3583.95,81.5,1.14,Browse,213,0,0,0
VID00720,2023-03-09,Video Title 720,Finance,586,36935,2557,218,192,603513,5.12,270,2770.12,36.76,1.0,External,111,0,1,0
VID00721,2023-06-26,Video Title 721,Motivation,673,65393,4838,1125,570,990803,5.6,196,3560.29,207.43,3.17,Suggested,26,0,0,0
VID00722,2022-06-16,Video Title 722,Vlog,189,42213,3301,806,158,670047,5.3,313,3670.19,68.17,1.61,Browse,86,0,0,1
VID00723,2022-11-18,Video Title 723,Motivation,276,72164,3444,1063,197,1618026,3.46,390,7817.77,184.44,2.56,Shorts,15,1,0,0
VID00724,2023-05-07,Video Title 724,Music,778,68461,2101,1322,147,1127858,5.07,198,3765.36,115.58,1.69,Shorts,41,0,0,0
VID00725,2022-12-22,Video Title 725,Review,641,21936,1768,159,80,499681,3.39,282,1718.32,40.73,1.86,External,147,1,1,0
VID00726,2022-06-03,Video Title 726,Comedy,555,82579,5573,1004,662,1349330,5.12,206,4725.35,124.5,1.51,Shorts,37,0,0,0
VID00727,2022-11-17,Video Title 727,Education,604,33921,3002,475,177,642443,4.28,312,2939.82,58.56,1.73,External,197,0,0,0
VID00728,2022-01-06,Video Title 728,Tech,683,74241,6495,1019,226,756788,8.81,174,3588.32,141.72,1.91,Browse,115,1,0,0
VID00729,2024-04-16,Video Title 729,Education,470,61018,5432,672,152,1027239,4.94,278,4711.95,167.5,2.75,Browse,125,1,0,0
VID00730,2024-07-11,Video Title 730,Gaming,413,105145,6724,1058,420,2702956,2.89,197,5753.77,229.34,2.18,Browse,100,0,1,0
VID00731,2024-08-20,Video Title 731,Education,647,43296,2310,298,409,746482,4.8,237,2850.32,144.94,3.35,Browse,174,0,1,0
VID00732,2023-08-20,Video Title 732,Gaming,365,39520,3375,429,161,582890,5.78,188,2063.82,36.08,0.91,Suggested,174,0,0,0
VID00733,2022-03-08,Video Title 733,Motivation,697,49417,3043,367,488,580693,7.51,299,4104.36,106.66,2.16,Suggested,143,0,1,1
VID00734,2023-04-20,Video Title 734,Review,191,40904,1752,655,219,798906,4.12,199,2261.08,97.25,2.38,Browse,159,0,0,0
VID00735,2023-08-14,Video Title 735,Vlog,846,73998,6648,601,193,2038512,2.63,283,5817.06,243.05,3.28,Shorts,105,0,1,0
VID00736,2023-08-03,Video Title 736,Review,713,1510,138,8,13,20885,6.23,229,96.05,1.41,0.93,External,157,0,0,0
VID00737,2024-07-18,Video Title 737,Gaming,661,18389,1151,244,94,467913,2.93,243,1241.26,43.19,2.35,Search,96,0,0,0
VID00738,2022-05-26,Video Title 738,Tech,835,17965,634,250,132,335794,4.35,258,1287.49,55.78,3.1,External,120,1,0,1
VID00739,2023-04-24,Video Title 739,Music,999,78509,4486,1419,773,1399447,4.61,204,4448.84,114.09,1.45,Search,100,1,0,0
VID00740,2023-06-26,Video Title 740,Motivation,843,101318,8738,1383,147,1717254,4.9,262,7373.7,320.77,3.17,Search,87,0,0,0
VID00741,2023-02-10,Video Title 741,Motivation,158,46866,4364,477,87,666657,6.03,341,4439.25,39.9,0.85,Browse,71,0,1,1
VID00742,2024-05-20,Video Title 742,Education,292,44935,1988,765,336,904124,3.97,203,2533.83,124.81,2.78,Search,152,0,1,0
VID00743,2022-08-24,Video Title 743,Vlog,450,52101,1807,682,184,932039,4.59,320,4631.2,172.94,3.32,Browse,211,1,0,0
VID00744,2023-04-06,Video Title 744,Education,606,84856,7757,525,225,1418996,4.98,339,7990.61,218.46,2.57,Suggested,201,0,0,1
VID00745,2022-11-02,Video Title 745,Education,724,22179,1269,299,30,356575,5.22,201,1238.33,44.03,1.99,Shorts,32,0,1,0
VID00746,2023-06-29,Video Title 746,Gaming,425,57151,3881,1064,68,929284,5.15,162,2571.8,52.65,0.92,Search,210,0,0,0
VID00747,2022-10-19,Video Title 747,Music,644,79255,7748,867,631,1191804,5.65,268,5900.09,260.3,3.28,Shorts,97,0,0,0
VID00748,2022-05-27,Video Title 748,Vlog,418,65032,2253,614,143,894525,6.27,217,3919.98,134.6,2.07,Browse,162,0,0,0
VID00749,2022-05-03,Video Title 749,Education,453,55687,4197,398,290,845022,5.59,362,5599.64,48.91,0.88,Search,56,1,0,0
VID00750,2022-12-06,Video Title 750,Motivation,262,80031,2816,581,516,1198068,5.68,252,5602.17,213.08,2.66,External,129,0,0,0
VID00751,2023-09-22,Video Title 751,Education,378,31096,1750,357,150,856639,2.63,201,1736.19,65.33,2.1,Suggested,141,0,0,0
VID00752,2023-08-15,Video Title 752,Finance,275,70336,6067,980,87,1156842,5.08,181,3536.34,79.88,1.14,Suggested,16,0,0,0
VID00753,2024-06-18,Video Title 753,Comedy,365,30377,1833,188,244,452038,5.72,315,2657.99,41.88,1.38,Search,162,0,0,0
VID00754,2022-09-12,Video Title 754,Motivation,852,4918,490,93,5,69365,6.09,215,293.71,4.79,0.97,Suggested,214,0,1,0
VID00755,2024-08-17,Video Title 755,Finance,372,65336,4516,1066,513,1317258,3.96,252,4573.52,153.58,2.35,External,107,0,0,1
VID00756,2023-09-15,Video Title 756,Comedy,1231,91209,4786,1258,824,1820538,4.01,307,7778.1,226.15,2.48,Shorts,215,0,0,0
VID00757,2024-04-04,Video Title 757,Tech,718,45876,2083,799,224,892529,4.14,220,2803.53,99.34,2.17,External,106,1,0,0
VID00758,2023-07-12,Video Title 758,Finance,644,78586,4285,487,457,1155676,5.8,247,5391.87,236.24,3.01,Suggested,179,1,0,0
VID00759,2024-10-21,Video Title 759,Gaming,393,98368,5516,1195,520,1302887,6.55,249,6803.79,307.37,3.12,Shorts,0,0,0,0
VID00760,2024-10-08,Video Title 760,Tech,768,89447,3113,1292,402,1659499,4.39,290,7205.45,220.24,2.46,External,289,1,0,0
VID00761,2024-06-15,Video Title 761,Food,461,99198,5542,1729,891,1347798,6.36,285,7853.18,82.78,0.83,Browse,224,1,0,0
VID00762,2022-06-14,Video Title 762,Vlog,629,72263,4516,1210,653,1167415,5.19,236,4737.24,193.46,2.68,Browse,100,0,0,0
VID00763,2022-03-23,Video Title 763,Motivation,1214,52263,4211,478,210,899535,4.81,253,3672.93,100.79,1.93,Shorts,0,0,0,0
VID00764,2024-06-03,Video Title 764,Food,576,1941,147,37,12,34172,4.68,227,122.39,4.52,2.33,Shorts,140,0,0,0
VID00765,2023-10-23,Video Title 765,Motivation,875,42618,3392,292,398,598567,6.12,161,1905.97,108.78,2.55,Shorts,18,0,0,0
VID00766,2023-05-28,Video Title 766,Vlog,431,24702,755,447,238,380616,5.49,265,1818.34,43.12,1.75,Browse,151,1,0,1
VID00767,2022-02-22,Video Title 767,Vlog,591,115128,5208,2252,642,1223464,8.41,363,11608.74,377.18,3.28,External,148,0,1,0
VID00768,2022-07-07,Video Title 768,Motivation,1024,44723,3413,342,226,947521,3.72,196,2434.92,51.96,1.16,Shorts,54,0,0,0
VID00769,2023-04-14,Video Title 769,Vlog,449,53696,3430,850,188,791976,5.78,203,3027.86,140.31,2.61,Browse,198,0,0,1
VID00770,2022-02-12,Video Title 770,Finance,1034,66544,2021,372,640,1277236,4.21,197,3641.44,54.02,0.81,Shorts,176,0,0,1
VID00771,2023-07-06,Video Title 771,Review,769,51308,4428,568,117,1091659,3.7,293,4175.9,169.14,3.3,Shorts,188,0,1,1
VID00772,2022-03-24,Video Title 772,Music,465,100851,8481,1285,627,1686471,4.98,276,7731.91,111.32,1.1,Shorts,120,0,0,0
VID00773,2022-12-25,Video Title 773,Motivation,751,31320,2141,429,110,504347,5.21,240,2088.0,33.08,1.06,Browse,20,0,0,0
VID00774,2024-08-21,Video Title 774,Food,833,55838,1934,1063,196,537938,9.38,194,3009.05,94.88,1.7,External,188,1,0,0
VID00775,2024-11-28,Video Title 775,Food,749,27725,2319,418,128,484702,4.72,255,1963.85,50.14,1.81,Browse,101,1,0,0
VID00776,2024-06-24,Video Title 776,Vlog,223,10399,736,127,103,241837,3.3,156,450.62,14.34,1.38,Browse,22,1,0,0
VID00777,2023-07-24,Video Title 777,Motivation,425,31646,2681,542,47,493697,5.41,258,2267.96,75.31,2.38,Shorts,214,1,0,0
VID00778,2023-01-07,Video Title 778,Review,540,48888,4039,941,303,1691626,1.89,302,4101.16,97.57,2.0,Search,266,1,0,0
VID00779,2024-06-11,Video Title 779,Review,582,37120,3200,197,64,633447,4.86,174,1794.13,33.12,0.89,Search,117,0,1,0
VID00780,2024-10-04,Video Title 780,Music,748,29227,1936,576,69,485498,5.02,158,1282.74,48.61,1.66,Search,271,0,0,0
VID00781,2022-07-06,Video Title 781,Finance,642,7810,311,49,38,108623,6.19,344,746.29,23.34,2.99,Browse,126,0,0,0
VID00782,2024-08-20,Video Title 782,Music,279,47506,3657,817,265,636809,6.46,213,2810.77,126.47,2.66,Shorts,93,0,0,0
VID00783,2023-12-14,Video Title 783,Gaming,691,4858,356,44,16,92709,4.24,318,429.12,13.39,2.76,Search,75,0,1,0
VID00784,2024-04-16,Video Title 784,Food,746,72801,5966,508,280,1261715,4.77,240,4853.4,195.46,2.68,Suggested,234,1,0,0
VID00785,2023-11-14,Video Title 785,Review,734,52473,2198,608,93,1081917,3.85,240,3498.2,86.04,1.64,Suggested,65,0,1,0
VID00786,2023-10-20,Video Title 786,Vlog,859,6273,273,91,23,145545,3.31,276,480.93,6.71,1.07,Suggested,171,0,0,0
VID00787,2022-08-03,Video Title 787,Review,800,40723,3759,436,394,630386,5.46,196,2217.14,62.54,1.54,External,80,0,0,0
VID00788,2022-11-26,Video Title 788,Review,710,27435,2263,159,260,670782,3.09,257,1958.55,83.56,3.05,Shorts,87,0,0,1
VID00789,2023-11-07,Video Title 789,Comedy,583,59575,5574,833,239,1107342,4.38,227,3756.53,205.37,3.45,Browse,192,1,1,0
VID00790,2024-04-23,Video Title 790,Food,201,90213,7497,1672,553,2000288,3.51,170,4260.06,192.46,2.13,Browse,93,0,0,0
VID00791,2024-10-11,Video Title 791,Gaming,703,6255,449,67,57,91715,5.82,270,469.12,5.17,0.83,Shorts,91,0,0,0
VID00792,2023-08-14,Video Title 792,Music,649,53450,4050,440,56,614367,7.7,234,3474.25,62.97,1.18,External,199,0,0,0
VID00793,2024-03-31,Video Title 793,Gaming,665,45196,4168,526,374,1115950,3.05,240,3013.07,75.46,1.67,Shorts,231,1,0,0
VID00794,2022-03-17,Video Title 794,Comedy,293,70140,4946,401,668,2178260,2.22,177,3448.55,165.68,2.36,External,165,0,0,0
VID00795,2024-07-20,Video Title 795,Finance,340,56395,4188,976,102,970654,4.81,345,5404.52,56.55,1.0,Search,74,0,1,1
VID00796,2022-06-30,Video Title 796,Gaming,852,27440,1123,477,67,455813,5.02,302,2301.91,91.84,3.35,Search,84,1,0,0
VID00797,2023-10-07,Video Title 797,Review,590,40428,2554,558,389,638672,5.33,307,3447.61,72.19,1.79,External,125,0,0,0
VID00798,2023-06-01,Video Title 798,Tech,763,26119,2093,268,152,490037,4.33,231,1675.97,85.25,3.26,Shorts,142,0,0,1
VID00799,2023-10-25,Video Title 799,Motivation,606,82280,4028,1398,92,1443508,4.7,146,3336.91,239.22,2.91,Search,50,0,0,0
